1.0,1.0,1.15,1.2
1.0,2.0,1.1,1.9
1.0,3.0,0.8,2.7
1.0,4.0,0.75,3.35
2.0,1.0,1.9,1.0
2.0,2.0,1.8,1.8
2.0,3.0,1.5,2.5
2.0,4.0,1.1,3.25
3.0,1.0,2.9,0.5
3.0,2.0,2.6,1.5
3.0,3.0,2.4,2.4
3.0,4.0,2.35,3.5
4.0,1.0,3.8,0.35
4.0,2.0,4.4,1.75
4.0,3.0,4.5,2.95
4.0,4.0,3.9,3.9
