1.0,1.0,0.9,0.95
1.0,2.0,0.55,1.95
1.0,3.0,0.55,3.05
1.0,4.0,0.9,4.05
2.0,1.0,1.95,0.95
2.0,2.0,2.05,2.05
2.0,3.0,2.05,2.95
2.0,4.0,1.95,4.05
3.0,1.0,3.0,1.2
3.0,2.0,2.9,2.1
3.0,3.0,2.9,2.9
3.0,4.0,3.0,3.8
4.0,1.0,3.75,1.25
4.0,2.0,3.8,2.0
4.0,3.0,3.8,3.0
4.0,4.0,3.75,3.75
